,date,event,group,value
2128,2016-03-01,shelling,IS,0
2129,2016-03-01,battle,IS,0
2130,2016-03-01,chemical,IC,0
2131,2016-03-01,air_strike,IC,0
2132,2016-03-01,barrel_bomb,IC,0
2133,2016-03-01,massacre,IC,0
2134,2016-03-01,shelling,IC,0
2135,2016-03-01,battle,IC,0
2136,2016-03-01,chemical,RS,0
2137,2016-03-01,air_strike,RS,0
2138,2016-03-01,barrel_bomb,RS,2
2139,2016-03-01,massacre,RS,1
2140,2016-03-01,shelling,RS,0
2141,2016-03-01,battle,RS,4
2142,2016-03-01,chemical,YPG,0
2143,2016-03-01,air_strike,YPG,0
2144,2016-03-01,barrel_bomb,YPG,0
2145,2016-03-01,massacre,YPG,0
2146,2016-03-01,shelling,YPG,0
2147,2016-03-01,battle,YPG,0
2148,2016-03-01,chemical,HZB,0
2149,2016-03-01,air_strike,HZB,0
2150,2016-03-01,barrel_bomb,HZB,0
2151,2016-03-01,massacre,HZB,0
2152,2016-03-01,shelling,HZB,0
2153,2016-03-01,battle,HZB,0
2154,2016-03-01,chemical,ASS,0
2155,2016-03-01,air_strike,ASS,0
2156,2016-03-01,barrel_bomb,ASS,2
2157,2016-03-01,massacre,ASS,1
2158,2016-03-01,shelling,ASS,2
2159,2016-03-01,battle,ASS,6
